show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description,year_added,bag_of_content,processed_content,cluster
s34,Movie,#realityhigh,Fernando Lebrija,"Nesta Cooper, Kate Walsh, John Michael Higgins, Keith Powers, Alicia Sanz, Jake Borelli, Kid Ink, Yousef Erakat, Rebekah Graf, Anne Winters, Peter Gilroy, Patrick Davis",United States,"September 8, 2017",2017,TV-14,99 min,Comedies,"When nerdy high schooler Dani finally attracts the interest of her longtime crush, she lands in the cross hairs of his ex, a social media celebrity.",2017.0,"When nerdy high schooler Dani finally attracts the interest of her longtime crush, she lands in the cross hairs of his ex, a social media celebrity. Comedies Fernando Lebrija Nesta Cooper, Kate Walsh, John Michael Higgins, Keith Powers, Alicia Sanz, Jake Borelli, Kid Ink, Yousef Erakat, Rebekah Graf, Anne Winters, Peter Gilroy, Patrick Davis United States TV-14",nerdy high schooler dani finally attracts interest longtime crush land cross hair social medium celebrity comedy fernando lebrija nesta cooper kate walsh john michael higgins keith power alicia sanz jake borelli kid ink yousef erakat rebekah graf anne winter peter gilroy patrick davis united state,1
s35,Movie,#Roxy,Michael Kennedy,"Jake Short, Sarah Fisher, Booboo Stewart, Danny Trejo, Pippa Mackie, Jake Smith, Patricia Zentilli, Carter Thicke",Canada,"April 10, 2019",2018,TV-14,105 min,"Comedies, Romantic Movies",A teenage hacker with a huge nose helps a cool kid woo a girl that he’s secretly in love with.,2019.0,"A teenage hacker with a huge nose helps a cool kid woo a girl that he’s secretly in love with. Comedies, Romantic Movies Michael Kennedy Jake Short, Sarah Fisher, Booboo Stewart, Danny Trejo, Pippa Mackie, Jake Smith, Patricia Zentilli, Carter Thicke Canada TV-14",teenage hacker huge nose help cool kid woo girl he secretly love comedy romantic movie michael kennedy jake short sarah fisher booboo stewart danny trejo pippa mackie jake smith patricia zentilli carter thicke canada,1
s36,Movie,#Rucker50,Robert McCullough Jr.,,United States,"December 1, 2016",2016,TV-PG,56 min,"Documentaries, Sports Movies",This documentary celebrates the 50th anniversary of the Harlem sports program that has inspired countless city kids to become pro basketball players.,2016.0,"This documentary celebrates the 50th anniversary of the Harlem sports program that has inspired countless city kids to become pro basketball players. Documentaries, Sports Movies Robert McCullough Jr.  United States TV-PG",documentary celebrates anniversary harlem sport program inspired countless city kid become pro basketball player documentary sport movie robert mccullough united state tvpg,1
s37,Movie,#Selfie,Cristina Jacob,"Flavia Hojda, Crina Semciuc, Olimpia Melinte, Levent Sali, Vlad Logigan, Alex Calin, Alina Chivulescu, Razvan Vasilescu",Romania,"June 1, 2019",2014,TV-MA,125 min,"Comedies, Dramas, International Movies","Two days before their final exams, three teen girls make a seaside getaway to end their adolescence with a bang.",2019.0,"Two days before their final exams, three teen girls make a seaside getaway to end their adolescence with a bang. Comedies, Dramas, International Movies Cristina Jacob Flavia Hojda, Crina Semciuc, Olimpia Melinte, Levent Sali, Vlad Logigan, Alex Calin, Alina Chivulescu, Razvan Vasilescu Romania TV-MA",two day final exam three teen girl make seaside getaway end adolescence bang comedy drama international movie cristina jacob flavia hojda crina semciuc olimpia melinte levent sali vlad logigan alex calin alina chivulescu razvan vasilescu romania tvma,1
s38,Movie,#Selfie 69,Cristina Jacob,"Maia Morgenstern, Olimpia Melinte, Crina Semciuc, Flavia Hojda, Maria Dinulescu, Alex Calin, Vlad Logigan, Levent Sali, Silvia Busuioc, Mihaela Mihut",Romania,"June 1, 2019",2016,TV-MA,119 min,"Comedies, Dramas, International Movies","After a painful breakup, a trio of party-loving friends makes a bet: who can get married in three days.",2019.0,"After a painful breakup, a trio of party-loving friends makes a bet: who can get married in three days. Comedies, Dramas, International Movies Cristina Jacob Maia Morgenstern, Olimpia Melinte, Crina Semciuc, Flavia Hojda, Maria Dinulescu, Alex Calin, Vlad Logigan, Levent Sali, Silvia Busuioc, Mihaela Mihut Romania TV-MA",painful breakup trio partyloving friend make bet get married three day comedy drama international movie cristina jacob maia morgenstern olimpia melinte crina semciuc flavia hojda maria dinulescu alex calin vlad logigan levent sali silvia busuioc mihaela mihut romania tvma,1
s39,TV Show,แผนร้ายนายเจ้าเล่ห์,,"Chutavuth Pattarakampol, Sheranut Yusananda, Nichaphat Chatchaipholrat, Thassapak Hsu",,"March 30, 2019",2016,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies","When two brothers fall for two sisters, they quickly realize the age differences between them are too big to ignore.",2019.0,"When two brothers fall for two sisters, they quickly realize the age differences between them are too big to ignore. International TV Shows, Romantic TV Shows, TV Comedies  Chutavuth Pattarakampol, Sheranut Yusananda, Nichaphat Chatchaipholrat, Thassapak Hsu  TV-14",two brother fall two sister quickly realize age difference big ignore international show romantic show comedy chutavuth pattarakampol sheranut yusananda nichaphat chatchaipholrat thassapak hsu,0
s40,Movie,"¡Ay, mi madre!",Frank Ariza,"Estefanía de los Santos, Secun de la Rosa, Terele Pávez, María Alfonsa Rosso, Mariola Fuentes, Alfonso Sánchez, Paz Vega, Marta Torné, Concha Galán",Spain,"July 19, 2019",2019,TV-MA,81 min,"Comedies, International Movies","When her estranged mother suddenly dies, a woman must follow the quirky instructions laid out in the will in order to collect an important inheritance.",2019.0,"When her estranged mother suddenly dies, a woman must follow the quirky instructions laid out in the will in order to collect an important inheritance. Comedies, International Movies Frank Ariza Estefanía de los Santos, Secun de la Rosa, Terele Pávez, María Alfonsa Rosso, Mariola Fuentes, Alfonso Sánchez, Paz Vega, Marta Torné, Concha Galán Spain TV-MA",estranged mother suddenly dy woman must follow quirky instruction laid order collect important inheritance comedy international movie frank ariza estefana los santos secun rosa terele pvez mara alfonsa rosso mariola fuentes alfonso snchez paz vega marta torn concha galn spain tvma,1
s41,Movie,Çarsi Pazar,Muharrem Gülmez,"Erdem Yener, Ayhan Taş, Emin Olcay, Muharrem Gülmez, Elif Nur Kerkük, Tarık Papuççuoğlu, Suzan Aksoy, Doğa Konakoğlu, Esin Eden, Deniz Özerman",Turkey,"March 10, 2017",2015,TV-14,97 min,"Comedies, International Movies",The slacker owner of a public bath house rallies his community to save it when a big developer comes to town to close it down and open a new mall.,2017.0,"The slacker owner of a public bath house rallies his community to save it when a big developer comes to town to close it down and open a new mall. Comedies, International Movies Muharrem Gülmez Erdem Yener, Ayhan Taş, Emin Olcay, Muharrem Gülmez, Elif Nur Kerkük, Tarık Papuççuoğlu, Suzan Aksoy, Doğa Konakoğlu, Esin Eden, Deniz Özerman Turkey TV-14",slacker owner public bath house rally community save big developer come town close open new mall comedy international movie muharrem glmez erdem yener ayhan emin olcay muharrem glmez elif nur kerkk tark papuuolu suzan aksoy doa konakolu esin eden deniz zerman turkey,1
s42,Movie,Ég man þig,Óskar Thór Axelsson,"Jóhannes Haukur Jóhannesson, Ágústa Eva Erlendsdóttir, Elma Stefania Agustsdottir, Thor Kristjansson, Anna Gunndís Guðmundsdóttir, Sara Dögg Ásgeirsdóttir, Þröstur Leó Gunnarsson, Jóhann Sigurðarson, Sveinn Geirsson, Arnar Páll Harðarson",Iceland,"March 27, 2018",2017,TV-MA,106 min,"Horror Movies, International Movies","Young urbanites renovating a rundown house, and a psychiatrist grieving his son's disappearance, are connected to a supernatural, decades-old secret.",2018.0,"Young urbanites renovating a rundown house, and a psychiatrist grieving his son's disappearance, are connected to a supernatural, decades-old secret. Horror Movies, International Movies Óskar Thór Axelsson Jóhannes Haukur Jóhannesson, Ágústa Eva Erlendsdóttir, Elma Stefania Agustsdottir, Thor Kristjansson, Anna Gunndís Guðmundsdóttir, Sara Dögg Ásgeirsdóttir, Þröstur Leó Gunnarsson, Jóhann Sigurðarson, Sveinn Geirsson, Arnar Páll Harðarson Iceland TV-MA",young urbanites renovating rundown house psychiatrist grieving son disappearance connected supernatural decadesold secret horror movie international movie skar thr axelsson jhannes haukur jhannesson gsta eva erlendsdttir elma stefania agustsdottir thor kristjansson anna gunnds gumundsdttir sara dgg sgeirsdttir rstur gunnarsson jhann sigurarson sveinn geirsson arnar pll hararson iceland tvma,1
s43,Movie,Çok Filim Hareketler Bunlar,Ozan Açıktan,"Ayça Erturan, Aydan Taş, Ayşegül Akdemir, Burcu Gönder, Bülent Emrah Parlak, Büşra Pekin, Emre Canpolat, Ersin Korkut, Eser Yenenler, Gizem Tuğral, Gülhan Tekin, Gülsüm Alkan, Hamdi Kahraman, İbrahim Büyükak, Metin Keçeci",Turkey,"March 10, 2017",2010,TV-MA,99 min,"Comedies, International Movies","Vignettes of the summer holidays follow vacationers as they battle mosquitoes, suffer ruined plans and otherwise hit snags in their precious time off.",2017.0,"Vignettes of the summer holidays follow vacationers as they battle mosquitoes, suffer ruined plans and otherwise hit snags in their precious time off. Comedies, International Movies Ozan Açıktan Ayça Erturan, Aydan Taş, Ayşegül Akdemir, Burcu Gönder, Bülent Emrah Parlak, Büşra Pekin, Emre Canpolat, Ersin Korkut, Eser Yenenler, Gizem Tuğral, Gülhan Tekin, Gülsüm Alkan, Hamdi Kahraman, İbrahim Büyükak, Metin Keçeci Turkey TV-MA",vignette summer holiday follow vacationer battle mosquito suffer ruined plan otherwise hit snag precious time comedy international movie ozan aktan aya erturan aydan ayegl akdemir burcu gnder blent emrah parlak bra pekin emre canpolat ersin korkut eser yenenler gizem tural glhan tekin glsm alkan hamdi kahraman ibrahim bykak metin keeci turkey tvma,1
s44,Movie,Òlòtūré,Kenneth Gyang,"Beverly Osu, Sharon Ooja, Omowunmi Dada, Pearl Okorie, Wofai Samuel, Ikechukwu Onunaku, Kemi Lala Akindoju, Blossom Chukwujekwu, Adebukola Oladipupo, Omoni Oboli, Segun Arinze, Ada Ameh, Sambasa Nzeribe, Patrick Doyle, Gregory Ojefua",Nigeria,"October 2, 2020",2020,TV-MA,107 min,"Dramas, International Movies","In Lagos, a journalist goes undercover as a prostitute to expose human trafficking. What she finds is a world of exploited women and ruthless violence.",2020.0,"In Lagos, a journalist goes undercover as a prostitute to expose human trafficking. What she finds is a world of exploited women and ruthless violence. Dramas, International Movies Kenneth Gyang Beverly Osu, Sharon Ooja, Omowunmi Dada, Pearl Okorie, Wofai Samuel, Ikechukwu Onunaku, Kemi Lala Akindoju, Blossom Chukwujekwu, Adebukola Oladipupo, Omoni Oboli, Segun Arinze, Ada Ameh, Sambasa Nzeribe, Patrick Doyle, Gregory Ojefua Nigeria TV-MA",lagos journalist go undercover prostitute expose human trafficking find world exploited woman ruthless violence drama international movie kenneth gyang beverly osu sharon ooja omowunmi dada pearl okorie wofai samuel ikechukwu onunaku kemi lala akindoju blossom chukwujekwu adebukola oladipupo omoni obolus segun arinze ada ameh sambasa nzeribe patrick doyle gregory ojefua nigeria tvma,1
s45,Movie,Æon Flux,Karyn Kusama,"Charlize Theron, Marton Csokas, Jonny Lee Miller, Sophie Okonedo, Frances McDormand, Pete Postlethwaite, Amelia Warner, Caroline Chikezie, Nikolai Kinski, Paterson Joseph, Yangzom Brauen",United States,"February 1, 2018",2005,PG-13,93 min,"Action & Adventure, Sci-Fi & Fantasy","Aiming to hasten an uprising, the leader of an underground rebellion dispatches acrobatic assassin Aeon Flux to eliminate the government's top leader.",2018.0,"Aiming to hasten an uprising, the leader of an underground rebellion dispatches acrobatic assassin Aeon Flux to eliminate the government's top leader. Action & Adventure, Sci-Fi & Fantasy Karyn Kusama Charlize Theron, Marton Csokas, Jonny Lee Miller, Sophie Okonedo, Frances McDormand, Pete Postlethwaite, Amelia Warner, Caroline Chikezie, Nikolai Kinski, Paterson Joseph, Yangzom Brauen United States PG-13",aiming hasten uprising leader underground rebellion dispatch acrobatic assassin aeon flux eliminate government top leader action adventure scifi fantasy karyn kusama charlize theron marton csokas jonny lee miller sophie okonedo france mcdormand pete postlethwaite amelia warner caroline chikezie nikolai kinski paterson joseph yangzom brauen united state,1
s46,TV Show,Şubat,,"Alican Yücesoy, Melisa Sözen, Musa Uzunlar, Serkan Ercan, Özkan Uğur, Ülkü Duru, Tansu Biçer, Nadir Sarıbacak, Sermet Yeşil, Ayhan Kavas",Turkey,"January 17, 2017",2013,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas","An orphan subjected to tests that gave him superpowers is rescued and raised on Istanbul's streets, where he falls for a reporter linked to his past.",2017.0,"An orphan subjected to tests that gave him superpowers is rescued and raised on Istanbul's streets, where he falls for a reporter linked to his past. Crime TV Shows, International TV Shows, TV Dramas  Alican Yücesoy, Melisa Sözen, Musa Uzunlar, Serkan Ercan, Özkan Uğur, Ülkü Duru, Tansu Biçer, Nadir Sarıbacak, Sermet Yeşil, Ayhan Kavas Turkey TV-MA",orphan subjected test gave superpower rescued raised istanbul street fall reporter linked past crime show international show drama alican ycesoy melisa szen musa uzunlar serkan ercan zkan uur duru tansu bier nadir sarbacak sermet yeil ayhan kava turkey tvma,0
